learner_key,first_name,last_name,program_key,start_term_key,campus,enrollment_intensity,learner_status,is_veteran
10416,Rowan,Ferrara,2,2,Salt Lake City,Full-Time,Graduated,No
10417,Taylor,Diallo,1,8,Ogden,Full-Time,Graduated,No
10418,Linda,Thomas,1,7,Salt Lake City,Part-Time,Graduated,No
10419,Rowan,Rodriguez,1,4,Online,Full-Time,Withdrawn,Yes
10420,David,Thomas,3,8,Salt Lake City,Full-Time,Active,No
10421,Luis,Nguyen,1,4,Provo,Full-Time,Graduated,No
10422,Luis,Thomas,5,6,Ogden,Part-Time,Active,No
10423,Alex,Diallo,1,6,Ogden,Full-Time,Graduated,No
10424,Quinn,Garcia,2,6,Salt Lake City,Full-Time,Graduated,No
10425,Quinn,Kim,1,1,Online,Part-Time,Graduated,No
10426,Elizabeth,Hernandez,6,3,Ogden,Full-Time,Active,No
10427,Avery,Berg,2,3,Online,Part-Time,Graduated,No
10428,Quinn,Smith,1,1,St. George,Part-Time,Active,Yes
10429,Sofia,Ivanov,5,6,Ogden,Full-Time,Graduated,Yes
10430,Taylor,Lopez,4,9,Online,Full-Time,Withdrawn,No
10431,Robert,Ivanov,1,3,Online,Part-Time,Graduated,No
10432,Elizabeth,Berg,6,6,Provo,Part-Time,Active,No
10433,Alex,Rossi,3,3,St. George,Part-Time,Active,No
10434,Maria,Ferrara,4,1,St. George,Full-Time,Active,No
10435,Kenji,Williams,1,8,Provo,Part-Time,Active,No
10436,Diego,Okafor,1,2,Ogden,Part-Time,Graduated,Yes
10437,Luis,Brown,1,2,Salt Lake City,Full-Time,Active,No
10438,Michael,Diallo,4,3,Online,Part-Time,Withdrawn,No
10439,Elizabeth,Okafor,1,8,Provo,Full-Time,Graduated,No
10440,Maria,Rodriguez,5,1,Salt Lake City,Full-Time,Active,No
10441,David,Diallo,5,3,Salt Lake City,Part-Time,Graduated,No
10442,Robert,Okafor,3,8,Provo,Part-Time,Graduated,No
10443,Robert,Rossi,1,4,St. George,Part-Time,Leave of Absence,No
10444,Elizabeth,Patel,1,2,Online,Full-Time,Active,Yes
10445,Aisha,Chen,2,5,Online,Full-Time,Graduated,Yes
10446,Michael,Choi,1,5,Salt Lake City,Part-Time,Leave of Absence,No
10447,David,Gonzalez,2,5,Provo,Part-Time,Active,No
10448,Patricia,Anderson,2,8,Ogden,Full-Time,Active,No
10449,Diego,Brown,3,3,Salt Lake City,Part-Time,Graduated,No
10450,Nadia,Gonzalez,2,4,St. George,Part-Time,Graduated,No
10451,Quinn,Thomas,3,8,Ogden,Full-Time,Graduated,No
10452,Yuki,Nguyen,5,1,St. George,Full-Time,Active,No
10453,Riley,Miller,4,3,Provo,Full-Time,Withdrawn,Yes
10454,Nadia,Okafor,6,7,Provo,Part-Time,Active,No
10455,David,Gonzalez,4,2,St. George,Part-Time,Active,No
10456,William,Kim,2,1,St. George,Part-Time,Graduated,Yes
10457,Elizabeth,Haddad,1,2,Salt Lake City,Part-Time,Withdrawn,No
10458,Aisha,Thomas,5,7,St. George,Part-Time,Active,No
10459,Yuki,Diallo,2,7,Ogden,Full-Time,Active,No
10460,Nadia,Ivanov,5,6,Ogden,Part-Time,Active,No
10461,Quinn,Jones,2,2,Ogden,Part-Time,Leave of Absence,No
10462,Taylor,Miller,1,7,Online,Full-Time,Graduated,No
10463,Omar,Lopez,2,8,Salt Lake City,Full-Time,Graduated,No
10464,Alex,Garcia,1,9,Provo,Full-Time,Withdrawn,No
10465,James,Rossi,1,8,Provo,Part-Time,Active,No
10466,Morgan,Silva,2,7,Salt Lake City,Full-Time,Graduated,No
10467,Michael,Kim,3,3,St. George,Part-Time,Leave of Absence,No
10468,Priya,Williams,5,5,Ogden,Full-Time,Graduated,No
10469,Aisha,Davis,1,4,Provo,Part-Time,Withdrawn,No
10470,Casey,Okafor,2,1,Provo,Full-Time,Active,No
10471,Priya,Okafor,3,5,Ogden,Part-Time,Graduated,No
10472,Patricia,Martinez,5,8,St. George,Part-Time,Active,No
10473,William,Chen,1,6,Ogden,Part-Time,Graduated,No
10474,Aisha,Hernandez,2,6,Ogden,Part-Time,Leave of Absence,No
10475,Jennifer,Haddad,6,5,Provo,Full-Time,Active,No
10476,Diego,Jones,5,7,Salt Lake City,Part-Time,Graduated,No
10477,Kenji,Johnson,1,7,St. George,Full-Time,Active,No
10478,Michael,Ferrara,4,9,Ogden,Part-Time,Graduated,No
10479,Morgan,Thomas,5,9,Provo,Part-Time,Active,No
10480,Yuki,Hernandez,3,3,Salt Lake City,Full-Time,Withdrawn,No
10481,Yuki,Hernandez,4,5,Ogden,Part-Time,Active,No
10482,Omar,Okafor,2,2,St. George,Full-Time,Active,No
10483,Linda,Nguyen,1,2,Ogden,Part-Time,Withdrawn,Yes
10484,Elizabeth,Diallo,1,4,Online,Full-Time,Active,No
10485,Aisha,Garcia,4,2,Ogden,Full-Time,Active,No
10486,Riley,Thomas,1,3,Salt Lake City,Full-Time,Graduated,No
10487,Michael,Gonzalez,3,7,Salt Lake City,Full-Time,Active,No
10488,Fatima,Berg,4,1,St. George,Full-Time,Withdrawn,Yes
10489,Yuki,Lopez,3,4,Ogden,Full-Time,Active,No
10490,Sage,Anderson,1,1,St. George,Part-Time,Active,No
10491,Yuki,Thomas,3,3,Ogden,Full-Time,Active,No
10492,Quinn,Novak,5,7,Provo,Full-Time,Active,No
10493,Priya,Okafor,3,3,Salt Lake City,Part-Time,Active,No
10494,William,Johnson,1,9,Salt Lake City,Full-Time,Graduated,Yes
10495,Rowan,Thomas,2,7,Provo,Full-Time,Active,No
10496,Morgan,Silva,3,5,St. George,Part-Time,Active,No
10497,Morgan,Nguyen,4,7,St. George,Full-Time,Withdrawn,No
10498,Avery,Haddad,5,8,Ogden,Full-Time,Active,No
10499,Michael,Ferrara,2,3,Provo,Part-Time,Active,No
10500,Nadia,Kim,1,2,Online,Full-Time,Withdrawn,No
10501,Morgan,Diallo,4,2,Ogden,Full-Time,Graduated,No
10502,Morgan,Berg,6,5,Provo,Full-Time,Active,No
10503,Morgan,Brown,2,6,Salt Lake City,Full-Time,Active,No
10504,Yuki,Anderson,3,3,St. George,Part-Time,Active,No
10505,Linda,Gonzalez,1,6,Online,Part-Time,Active,No
10506,Aisha,Diallo,3,8,Provo,Full-Time,Graduated,No
10507,Sofia,Kim,4,3,Online,Part-Time,Active,No
10508,Omar,Silva,2,6,Provo,Part-Time,Graduated,No
10509,Taylor,Rodriguez,1,7,Ogden,Full-Time,Active,No
10510,Diego,Choi,3,4,Ogden,Full-Time,Leave of Absence,No
10511,Diego,Okafor,4,8,Online,Full-Time,Active,No
10512,Sofia,Garcia,3,1,St. George,Part-Time,Active,No
10513,Maria,Davis,5,2,Ogden,Part-Time,Graduated,Yes
10514,Quinn,Williams,3,7,Online,Part-Time,Active,No
10515,Morgan,Thomas,2,8,Salt Lake City,Full-Time,Active,No
10516,Taylor,Ivanov,1,9,St. George,Part-Time,Active,No
10517,James,Berg,3,8,Salt Lake City,Full-Time,Withdrawn,No
10518,James,Rossi,1,8,Online,Full-Time,Graduated,Yes
10519,Luis,Martinez,1,6,St. George,Part-Time,Graduated,No
10520,Nadia,Rossi,1,3,Online,Full-Time,Active,No
10521,Linda,Miller,1,2,Online,Full-Time,Withdrawn,No
10522,Aisha,Berg,1,7,St. George,Full-Time,Active,No
10523,Michael,Smith,2,9,St. George,Full-Time,Active,No
10524,Fatima,Ferrara,2,8,Provo,Full-Time,Withdrawn,No
10525,William,Diallo,1,7,Ogden,Part-Time,Graduated,No
10526,Maria,Martinez,3,4,Online,Full-Time,Active,No
10527,Priya,Patel,3,9,Ogden,Full-Time,Active,No
10528,Sofia,Silva,3,5,Provo,Full-Time,Graduated,No
10529,Fatima,Lopez,3,6,St. George,Part-Time,Graduated,No
10530,Yuki,Berg,6,7,St. George,Part-Time,Graduated,No
10531,Alex,Gonzalez,2,1,Provo,Full-Time,Active,No
10532,Diego,Rodriguez,1,3,Provo,Full-Time,Leave of Absence,No
10533,Nadia,Anderson,1,9,Salt Lake City,Full-Time,Active,No
10534,Luis,Ivanov,3,4,Ogden,Full-Time,Active,No
10535,Jordan,Smith,2,6,Ogden,Full-Time,Leave of Absence,No
10536,Sofia,Okafor,5,8,Ogden,Full-Time,Graduated,No
10537,Diego,Williams,6,5,Provo,Full-Time,Active,No
10538,David,Rodriguez,1,1,Provo,Full-Time,Active,No
10539,Sofia,Jones,1,6,Salt Lake City,Full-Time,Active,No
10540,Elizabeth,Patel,3,5,Ogden,Full-Time,Active,No
10541,Jennifer,Williams,1,4,St. George,Full-Time,Withdrawn,No
10542,Yuki,Miller,2,2,Ogden,Part-Time,Active,No
10543,David,Berg,1,9,Salt Lake City,Full-Time,Active,No
10544,Diego,Diallo,2,4,Ogden,Part-Time,Withdrawn,No
10545,Kenji,Martinez,6,7,Salt Lake City,Part-Time,Active,No
10546,Yuki,Okafor,2,8,Provo,Part-Time,Active,No
10547,Fatima,Patel,6,3,St. George,Full-Time,Leave of Absence,No
10548,Robert,Berg,1,4,Salt Lake City,Full-Time,Withdrawn,No
10549,Taylor,Novak,4,7,Provo,Full-Time,Graduated,No
10550,Riley,Ivanov,1,2,Ogden,Full-Time,Active,No
10551,Patricia,Okafor,1,5,Online,Part-Time,Active,No
10552,Aisha,Novak,2,2,St. George,Full-Time,Active,No
10553,Jennifer,Brown,3,2,Ogden,Part-Time,Active,No
10554,Nadia,Silva,1,8,Salt Lake City,Part-Time,Active,No
10555,Omar,Patel,1,7,Ogden,Full-Time,Graduated,No
10556,Alex,Patel,5,6,St. George,Full-Time,Withdrawn,No
10557,Taylor,Martinez,1,7,Provo,Part-Time,Active,No
10558,Riley,Davis,5,9,St. George,Part-Time,Active,No
10559,Sofia,Patel,1,1,Online,Full-Time,Withdrawn,No
10560,Elizabeth,Thomas,1,2,Ogden,Part-Time,Active,No
10561,Taylor,Diallo,3,2,Provo,Part-Time,Active,No
10562,Casey,Kim,1,5,St. George,Part-Time,Graduated,No
10563,Quinn,Ivanov,6,3,Provo,Part-Time,Active,No
10564,Patricia,Anderson,2,6,Ogden,Part-Time,Withdrawn,No
10565,Omar,Berg,1,2,Provo,Full-Time,Withdrawn,No
10566,Yuki,Smith,5,2,St. George,Full-Time,Graduated,No
10567,David,Rodriguez,3,4,St. George,Part-Time,Withdrawn,No
10568,Fatima,Kim,1,7,Ogden,Full-Time,Active,No
10569,Alex,Silva,2,7,Provo,Full-Time,Active,No
10570,Elizabeth,Silva,1,3,Provo,Part-Time,Active,No
10571,Rowan,Lopez,1,8,Provo,Full-Time,Active,No
10572,Sofia,Anderson,2,6,Salt Lake City,Full-Time,Active,No
10573,Rowan,Berg,1,9,Ogden,Full-Time,Graduated,No
10574,Linda,Ferrara,2,2,Provo,Part-Time,Active,No
10575,Yuki,Chen,5,8,Salt Lake City,Full-Time,Graduated,No
10576,Avery,Jones,1,9,Provo,Full-Time,Graduated,No
10577,Robert,Ivanov,4,2,Ogden,Full-Time,Graduated,No
10578,Aisha,Berg,2,4,Online,Full-Time,Graduated,No
10579,Jennifer,Johnson,1,3,St. George,Full-Time,Active,No
10580,William,Kim,5,9,Salt Lake City,Part-Time,Withdrawn,No
10581,Riley,Davis,1,8,Online,Full-Time,Withdrawn,No
10582,Jennifer,Rodriguez,5,3,Provo,Part-Time,Graduated,No
10583,Linda,Jones,3,2,Salt Lake City,Full-Time,Active,No
10584,Nadia,Jones,5,9,St. George,Full-Time,Graduated,No
10585,David,Nguyen,5,1,Salt Lake City,Full-Time,Withdrawn,No
10586,Yuki,Haddad,1,9,Online,Part-Time,Graduated,No
10587,Luis,Thomas,1,9,Online,Part-Time,Active,No
10588,Rowan,Thomas,4,2,Provo,Full-Time,Active,No
10589,Alex,Rossi,5,7,Salt Lake City,Full-Time,Active,No
10590,Maria,Wilson,2,4,Ogden,Full-Time,Graduated,No
10591,David,Wilson,3,5,St. George,Part-Time,Active,No
10592,Robert,Patel,6,7,St. George,Part-Time,Graduated,No
10593,Sage,Kim,3,8,Ogden,Part-Time,Active,No
10594,Patricia,Ivanov,5,2,Provo,Full-Time,Graduated,No
10595,William,Rossi,2,6,Salt Lake City,Full-Time,Graduated,No
10596,Michael,Ferrara,3,2,St. George,Part-Time,Graduated,No
10597,Kenji,Gonzalez,1,2,Online,Part-Time,Graduated,No
10598,Patricia,Smith,3,3,Provo,Part-Time,Graduated,No
10599,Quinn,Chen,5,9,Provo,Full-Time,Active,No
10600,Rowan,Haddad,3,3,Online,Part-Time,Active,No
10601,Kenji,Rossi,2,4,Salt Lake City,Full-Time,Active,No
10602,James,Lopez,4,9,Ogden,Full-Time,Withdrawn,No
10603,Rowan,Garcia,1,7,Online,Full-Time,Graduated,No
10604,Luis,Nguyen,2,6,Ogden,Part-Time,Withdrawn,No
10605,Fatima,Hernandez,6,8,Online,Part-Time,Graduated,No
10606,Taylor,Gonzalez,5,8,Provo,Full-Time,Active,No
10607,Alex,Rossi,2,6,Ogden,Full-Time,Active,No
10608,Sofia,Garcia,2,6,Online,Part-Time,Active,No
10609,Kenji,Silva,5,5,Provo,Part-Time,Active,No
10610,Avery,Davis,1,4,Provo,Full-Time,Withdrawn,No
10611,Taylor,Silva,2,2,Online,Full-Time,Active,No
10612,James,Chen,2,1,Ogden,Part-Time,Withdrawn,No
10613,Fatima,Ferrara,5,5,St. George,Part-Time,Active,No
10614,Luis,Wilson,4,3,Online,Full-Time,Active,No
10615,Morgan,Rossi,2,3,St. George,Part-Time,Active,No
10616,Morgan,Hernandez,1,4,Ogden,Part-Time,Active,No
10617,William,Hernandez,1,5,Ogden,Full-Time,Active,No
10618,Linda,Rodriguez,1,6,Online,Full-Time,Active,No
10619,Kenji,Rodriguez,6,4,Provo,Part-Time,Graduated,No
10620,Alex,Garcia,1,3,Online,Part-Time,Active,No
10621,Maria,Ivanov,5,9,Online,Part-Time,Active,No
10622,Priya,Garcia,5,1,Salt Lake City,Full-Time,Active,No
10623,Maria,Rodriguez,2,2,Ogden,Part-Time,Active,No
10624,Robert,Brown,6,5,Ogden,Full-Time,Active,No
10625,Fatima,Martinez,3,9,Ogden,Part-Time,Active,No
10626,Linda,Chen,2,8,Ogden,Part-Time,Withdrawn,No
10627,Sofia,Hernandez,1,3,Online,Part-Time,Graduated,No
10628,Maria,Hernandez,1,3,Ogden,Part-Time,Active,No
10629,James,Novak,2,8,St. George,Part-Time,Graduated,No
10630,Quinn,Silva,1,1,Ogden,Full-Time,Active,No
10631,Yuki,Thomas,2,2,St. George,Full-Time,Active,No
10632,William,Jones,2,2,Salt Lake City,Part-Time,Active,No
10633,Casey,Jones,1,5,St. George,Full-Time,Active,No
10634,Patricia,Choi,5,6,St. George,Part-Time,Withdrawn,No
10635,William,Anderson,1,9,St. George,Part-Time,Active,No
10636,Michael,Patel,3,5,Provo,Full-Time,Withdrawn,No
10637,Alex,Smith,2,5,St. George,Full-Time,Active,No
10638,Michael,Haddad,2,1,Online,Part-Time,Graduated,No
10639,David,Lopez,5,4,Provo,Part-Time,Graduated,No
10640,Kenji,Okafor,2,4,Online,Part-Time,Active,No
10641,Luis,Ferrara,1,4,St. George,Part-Time,Active,No
10642,Omar,Williams,4,5,Provo,Full-Time,Active,No
10643,William,Thomas,3,8,Provo,Part-Time,Active,Yes
10644,Morgan,Martinez,6,1,Ogden,Full-Time,Active,No
10645,Alex,Thomas,4,4,Provo,Part-Time,Active,No
10646,Patricia,Rossi,5,8,Salt Lake City,Part-Time,Leave of Absence,Yes
10647,Michael,Garcia,1,7,Provo,Part-Time,Active,No
10648,Priya,Davis,5,2,Online,Part-Time,Leave of Absence,No
10649,Fatima,Brown,6,4,St. George,Full-Time,Active,No
10650,Riley,Okafor,3,5,Salt Lake City,Full-Time,Withdrawn,No
10651,Jordan,Choi,3,4,Provo,Full-Time,Active,No
10652,Rowan,Kim,2,1,Salt Lake City,Part-Time,Active,No
10653,Priya,Thomas,1,1,St. George,Full-Time,Graduated,No
10654,Diego,Chen,1,3,Ogden,Full-Time,Active,Yes
10655,Quinn,Hernandez,4,2,St. George,Part-Time,Active,No
10656,Linda,Lopez,2,4,Provo,Part-Time,Active,No
10657,David,Rossi,2,8,Online,Full-Time,Graduated,No
10658,Rowan,Choi,2,6,St. George,Full-Time,Graduated,Yes
10659,Patricia,Smith,2,5,St. George,Part-Time,Active,No
10660,Quinn,Hernandez,5,6,Salt Lake City,Part-Time,Graduated,No
10661,Sage,Hernandez,3,9,Online,Part-Time,Active,Yes
10662,Jordan,Miller,1,3,Salt Lake City,Part-Time,Active,No
10663,Jennifer,Chen,1,7,St. George,Part-Time,Graduated,Yes
10664,Sofia,Miller,3,2,Online,Full-Time,Active,No
10665,Yuki,Wilson,3,6,Ogden,Full-Time,Graduated,No
10666,Nadia,Martinez,1,1,Salt Lake City,Full-Time,Graduated,No
10667,Avery,Miller,1,4,St. George,Full-Time,Active,No
10668,Robert,Novak,6,9,Salt Lake City,Part-Time,Graduated,No
10669,Riley,Ivanov,4,7,Provo,Part-Time,Withdrawn,No
10670,Patricia,Ferrara,3,9,Ogden,Part-Time,Leave of Absence,No
10671,Aisha,Wilson,6,6,Ogden,Full-Time,Active,No
10672,Rowan,Lopez,1,9,Online,Part-Time,Withdrawn,No
10673,William,Smith,1,1,St. George,Full-Time,Leave of Absence,No
10674,Avery,Choi,1,5,Ogden,Full-Time,Leave of Absence,No
10675,Jennifer,Patel,6,5,St. George,Full-Time,Withdrawn,No
10676,Yuki,Kim,2,3,Provo,Full-Time,Active,No
10677,Avery,Novak,1,7,Salt Lake City,Part-Time,Graduated,No
10678,Sage,Johnson,1,2,St. George,Part-Time,Graduated,Yes
10679,Nadia,Wilson,5,6,Online,Full-Time,Active,No
10680,Aisha,Gonzalez,1,1,Salt Lake City,Part-Time,Graduated,No
10681,Priya,Davis,1,3,Provo,Full-Time,Active,No
10682,Elizabeth,Nguyen,6,8,Salt Lake City,Full-Time,Graduated,No
10683,Taylor,Thomas,5,3,St. George,Full-Time,Active,No
10684,Fatima,Rossi,1,7,Provo,Full-Time,Active,No
10685,Avery,Patel,1,7,St. George,Full-Time,Graduated,No
10686,Sofia,Kim,1,7,Salt Lake City,Full-Time,Active,No
10687,James,Chen,2,6,Salt Lake City,Part-Time,Active,No
10688,Patricia,Johnson,1,8,Provo,Full-Time,Graduated,No
10689,Jordan,Davis,1,2,St. George,Full-Time,Active,No
10690,Luis,Brown,5,1,Ogden,Part-Time,Active,No
10691,David,Nguyen,1,9,Ogden,Part-Time,Active,No
10692,Yuki,Silva,6,1,St. George,Full-Time,Active,No
10693,William,Rodriguez,1,4,Salt Lake City,Part-Time,Graduated,No
10694,Diego,Choi,1,7,Ogden,Full-Time,Graduated,No
10695,Priya,Brown,1,7,Ogden,Part-Time,Active,No
10696,Patricia,Patel,2,3,Salt Lake City,Full-Time,Active,No
10697,Kenji,Garcia,2,6,Salt Lake City,Part-Time,Active,No
10698,Jennifer,Rodriguez,2,5,Salt Lake City,Part-Time,Active,No
10699,Rowan,Davis,5,1,Provo,Part-Time,Withdrawn,No
10700,Jennifer,Silva,3,2,St. George,Full-Time,Graduated,No
10701,Sofia,Chen,3,7,Ogden,Part-Time,Leave of Absence,No
10702,Diego,Ivanov,1,3,Provo,Full-Time,Graduated,No
10703,Robert,Ferrara,4,9,Provo,Full-Time,Withdrawn,No
10704,Nadia,Diallo,3,2,Provo,Full-Time,Active,No
10705,Sage,Anderson,5,7,Ogden,Full-Time,Leave of Absence,No
10706,William,Chen,1,3,Ogden,Full-Time,Active,No
10707,Priya,Haddad,1,1,Online,Full-Time,Active,No
10708,Linda,Thomas,3,6,Online,Full-Time,Active,No
10709,Alex,Ferrara,1,7,Ogden,Part-Time,Graduated,No
10710,Taylor,Garcia,3,4,Online,Part-Time,Graduated,No
10711,Fatima,Johnson,5,4,St. George,Part-Time,Active,No
10712,Yuki,Rossi,2,9,Salt Lake City,Full-Time,Active,No
10713,Quinn,Nguyen,5,1,St. George,Part-Time,Withdrawn,No
10714,Aisha,Johnson,1,7,Provo,Part-Time,Active,No
10715,Robert,Martinez,5,5,St. George,Full-Time,Active,No
10716,Patricia,Williams,5,8,St. George,Full-Time,Graduated,No
10717,Robert,Hernandez,3,9,Online,Full-Time,Active,No
10718,Taylor,Rodriguez,3,4,Ogden,Full-Time,Withdrawn,No
10719,Aisha,Lopez,1,2,Salt Lake City,Part-Time,Graduated,No
10720,Linda,Johnson,6,3,Provo,Part-Time,Active,No
10721,Casey,Garcia,3,3,Salt Lake City,Part-Time,Active,No
10722,Riley,Brown,4,8,Provo,Full-Time,Active,No
10723,David,Ivanov,1,8,Salt Lake City,Part-Time,Withdrawn,No
10724,Patricia,Williams,3,8,St. George,Full-Time,Active,No
10725,Avery,Johnson,2,9,Provo,Full-Time,Graduated,No
10726,Nadia,Chen,1,1,Ogden,Part-Time,Graduated,No
10727,Riley,Silva,1,7,Ogden,Full-Time,Leave of Absence,No
10728,Taylor,Haddad,4,6,Ogden,Part-Time,Withdrawn,No
10729,Nadia,Patel,2,2,Salt Lake City,Part-Time,Graduated,No
10730,Robert,Nguyen,1,5,Provo,Full-Time,Active,No
10731,Michael,Novak,1,9,St. George,Part-Time,Leave of Absence,No
10732,William,Lopez,5,5,Provo,Part-Time,Active,No
10733,Yuki,Chen,3,8,Provo,Part-Time,Graduated,No
10734,Luis,Brown,1,1,Provo,Part-Time,Active,No
10735,Avery,Smith,1,9,Provo,Part-Time,Graduated,No
10736,Maria,Haddad,1,5,Salt Lake City,Full-Time,Active,No
10737,Avery,Hernandez,1,1,Ogden,Part-Time,Withdrawn,No
10738,Aisha,Anderson,5,3,St. George,Part-Time,Active,No
10739,Sage,Kim,5,1,Ogden,Full-Time,Withdrawn,No
10740,Casey,Rodriguez,3,6,Salt Lake City,Part-Time,Active,No
10741,Linda,Garcia,3,3,St. George,Full-Time,Graduated,No
10742,Rowan,Wilson,4,6,Salt Lake City,Part-Time,Graduated,No
10743,Sage,Garcia,2,5,Salt Lake City,Part-Time,Active,No
10744,Alex,Ivanov,4,2,Online,Full-Time,Active,No
10745,Maria,Jones,5,9,Salt Lake City,Full-Time,Active,No
10746,Jennifer,Brown,1,7,Salt Lake City,Part-Time,Graduated,No
10747,Yuki,Johnson,3,2,Salt Lake City,Part-Time,Active,No
10748,Avery,Martinez,3,4,Ogden,Part-Time,Active,No
10749,Rowan,Brown,3,5,Salt Lake City,Full-Time,Active,No
10750,Priya,Ivanov,2,6,Ogden,Full-Time,Active,No
10751,Jordan,Jones,1,6,Salt Lake City,Part-Time,Active,No
10752,Robert,Gonzalez,1,7,Provo,Part-Time,Active,No
10753,Diego,Ivanov,1,4,St. George,Full-Time,Graduated,No
10754,Taylor,Berg,4,8,Online,Full-Time,Graduated,No
10755,Quinn,Jones,3,8,St. George,Part-Time,Active,No
10756,Yuki,Hernandez,2,6,Online,Part-Time,Graduated,No
10757,Riley,Martinez,1,8,Ogden,Full-Time,Active,No
10758,Aisha,Williams,2,2,Ogden,Part-Time,Active,No
10759,Michael,Gonzalez,2,4,Salt Lake City,Part-Time,Active,No
10760,Robert,Kim,3,7,Ogden,Full-Time,Graduated,No
10761,William,Anderson,3,8,Ogden,Full-Time,Active,No
10762,Morgan,Silva,1,7,St. George,Part-Time,Active,No
10763,Nadia,Jones,3,1,St. George,Full-Time,Active,No
10764,Linda,Chen,3,8,St. George,Part-Time,Active,No
10765,Luis,Ferrara,3,6,Ogden,Part-Time,Active,No
10766,William,Nguyen,5,2,Online,Full-Time,Graduated,No
10767,Alex,Rossi,1,9,St. George,Part-Time,Leave of Absence,No
10768,Elizabeth,Gonzalez,5,4,Ogden,Part-Time,Active,No
10769,Michael,Jones,2,4,Provo,Part-Time,Graduated,No
10770,Omar,Silva,2,7,Provo,Full-Time,Active,Yes
10771,Casey,Williams,1,8,Provo,Part-Time,Graduated,No
10772,Patricia,Nguyen,5,7,Online,Part-Time,Graduated,No
10773,Elizabeth,Thomas,1,7,Provo,Part-Time,Graduated,No
10774,Jordan,Kim,2,6,Online,Part-Time,Active,No
10775,Kenji,Nguyen,6,2,Ogden,Part-Time,Active,No
10776,Aisha,Novak,2,2,Salt Lake City,Part-Time,Active,No
10777,Michael,Anderson,5,9,St. George,Part-Time,Graduated,No
10778,Luis,Martinez,1,6,Ogden,Full-Time,Leave of Absence,No
10779,Michael,Kim,4,5,Provo,Full-Time,Active,No
10780,Taylor,Jones,1,1,St. George,Full-Time,Active,No
10781,Rowan,Choi,1,3,Ogden,Full-Time,Graduated,No
10782,James,Ivanov,3,3,Provo,Part-Time,Graduated,No
10783,Omar,Johnson,1,3,Ogden,Full-Time,Graduated,No
10784,Fatima,Wilson,3,3,Online,Full-Time,Withdrawn,No
10785,Kenji,Berg,4,3,Ogden,Full-Time,Active,No
10786,Patricia,Gonzalez,4,2,Online,Part-Time,Active,No
10787,Diego,Rossi,6,9,Online,Part-Time,Active,No
10788,Sofia,Ivanov,2,7,Online,Part-Time,Active,No
10789,David,Okafor,6,1,Ogden,Part-Time,Active,No
10790,Rowan,Ivanov,3,5,Salt Lake City,Part-Time,Active,No
10791,Elizabeth,Haddad,2,4,Provo,Part-Time,Graduated,No
10792,Diego,Smith,6,6,Salt Lake City,Full-Time,Active,No
10793,Kenji,Martinez,2,8,Ogden,Full-Time,Active,Yes
10794,Aisha,Brown,1,4,Salt Lake City,Full-Time,Withdrawn,No
10795,Priya,Garcia,1,3,Ogden,Part-Time,Withdrawn,No
10796,Rowan,Haddad,6,8,Online,Part-Time,Withdrawn,No
10797,Linda,Gonzalez,5,5,Ogden,Full-Time,Graduated,No
10798,Michael,Ferrara,5,3,Provo,Part-Time,Active,No
10799,Robert,Miller,2,3,St. George,Full-Time,Active,No
10800,Taylor,Kim,4,2,Ogden,Part-Time,Active,No
10801,Diego,Gonzalez,1,1,Ogden,Full-Time,Withdrawn,No
10802,Fatima,Thomas,5,1,Online,Part-Time,Active,No
10803,Alex,Gonzalez,4,2,Online,Full-Time,Active,No
10804,Sage,Gonzalez,6,6,Salt Lake City,Full-Time,Active,No
10805,Patricia,Haddad,5,6,Ogden,Full-Time,Active,No
10806,Sage,Rossi,1,7,Online,Full-Time,Graduated,No
10807,Patricia,Novak,2,2,Provo,Full-Time,Withdrawn,Yes
10808,Taylor,Ivanov,4,4,St. George,Part-Time,Active,No
10809,Alex,Johnson,6,8,Ogden,Full-Time,Leave of Absence,No
10810,Luis,Okafor,4,7,St. George,Part-Time,Active,No
10811,Elizabeth,Davis,5,9,Salt Lake City,Full-Time,Active,No
10812,Sofia,Chen,2,1,Salt Lake City,Full-Time,Active,No
10813,Yuki,Martinez,1,3,Salt Lake City,Part-Time,Graduated,No
10814,Morgan,Brown,5,2,Online,Full-Time,Graduated,Yes
10815,Diego,Kim,2,7,St. George,Full-Time,Active,No
10816,Elizabeth,Garcia,6,4,Ogden,Full-Time,Graduated,No
10817,James,Patel,1,7,Provo,Part-Time,Active,No
10818,Omar,Okafor,3,3,St. George,Part-Time,Active,No
10819,Alex,Garcia,1,8,Salt Lake City,Part-Time,Active,No
10820,Avery,Jones,5,8,Ogden,Part-Time,Graduated,No
10821,Priya,Thomas,6,1,St. George,Full-Time,Graduated,No
10822,David,Davis,5,6,Provo,Full-Time,Active,No
10823,David,Nguyen,6,6,Provo,Part-Time,Withdrawn,No
10824,Morgan,Ivanov,3,5,Provo,Part-Time,Active,No
10825,James,Martinez,1,1,Provo,Part-Time,Active,No
10826,Kenji,Johnson,3,8,St. George,Full-Time,Active,No
10827,Yuki,Davis,1,9,Online,Part-Time,Active,No
10828,Morgan,Hernandez,4,6,Provo,Full-Time,Active,No
10829,Quinn,Williams,2,4,Online,Part-Time,Active,No
10830,James,Jones,1,8,Online,Full-Time,Active,No
